0,1.399486636505127,50.73529411764706,1.3499201501846314,52.36,52.36
1,1.0933823959350586,61.76070971867008,1.0830774302482604,62.4,62.4
2,0.8538281101989746,70.64617966751918,0.8437325709342957,71.26,71.26
3,0.8710672319030762,70.59422953964194,0.8617333780288696,70.37,71.26
4,0.6830259269714355,76.93813938618926,0.6802458304405212,76.73,76.73
5,0.6217147206115723,78.97018861892583,0.6327262661933899,78.18,78.18
6,0.6962511553192139,77.15992647058823,0.6813223566055298,77.29,78.18
7,0.5862970378875733,79.97522378516624,0.5904105090141296,79.51,79.51
8,0.5722235572814941,80.39681905370844,0.5844518759727478,79.51,79.51
9,0.5779091936492919,80.67455242966751,0.5776840223312378,80.19,80.19
10,0.7677955854797364,73.73921035805627,0.7993202473640442,73.05,80.19
